Loading ...



file changed,removing cache [04b916889d1e01190c127aaea25102b8 != None]
len fTblCache: 0
len virtualOffs: 5095
end: 264085504


"Name","FunctionTable offset","FunctionTable Store offset"
"nEmDtTune::cEmLookAtValue",0x0000000142d27b18,0x0000000143b07dc8
"rGeneralNpc",0x0000000142bf2cf8,0x0000000143a8ca88
"rUIColorTable::ColorTableElem",0x0000000142da87f8,0x0000000143b2bed0
"nQuestFSM::NavWayIndexSet",0x0000000142d900e0,0x0000000143b24c58
"nHmAction::cActEggWalk",0x0000000142d32ab0,0x0000000143b0a270
"cPlantItemXML",0x0000000142b5a538,0x0000000143a47f20
"MtGeomSphere",0x0000000142e82098,0x00000001448234c8
"cAIUserProcess",0x0000000142e995e8,0x0000000144826aa8
"sWordFilter",0x0000000142bf9328,0x0000000143a902d0
"nPlCamAct::cEquipShopPl",0x0000000142c600c8,0x0000000143a95fb8
"nHmAction::cActWallRunTop",0x0000000142d35440,0x0000000143b0af90
"cIKCtrl",0x0000000142da1818,0x0000000143b2a168
"cPlayerCommandLStick",0x0000000142c3d588,0x0000000143a953d8
"cPlTalkNpcCamParam",0x0000000142c65548,0x0000000143a96ee8
"nEmFSM::MotionSet",0x0000000142d2a0a0,0x0000000143b09028
"nHmAction::cActTorrentIdle",0x0000000142d34840,0x0000000143b0dc30
"nPrim::nMaterial::AlphaCorrection",0x0000000142eb9988,0x000000014482cea0
"nMhEffect::cEffectProviderCustomData",0x0000000142b13c50,0x0000000143a354f8
"nHmTransition::cWallRunPassThrough",0x0000000142d4c4f0,0x0000000143b11490
"nActOtomo::ThrowBomb",0x0000000142d10b70,0x0000000143b044d8
"LlkBoardLightness",0x0000000142da3170,0x0000000143b2a7c8
"aTentBase",0x0000000142b0fce8,0x0000000143a33550
"nHmAction::cActClimbPoleDamageEarEnd",0x0000000142d35eb8,0x0000000143b0bc78
"rModelPreviewParam::PreviewParam",0x0000000142da3f98,0x0000000143b2a988
"nActOtomo::WhistleCondition",0x0000000142d12cb8,0x0000000143b04430
"nGUI::Dummy",0x0000000142ef7d70,0x0000000144834510
"nActEmCommon::ClimbHighWallEndJump",0x0000000142cf51b8,0x0000000143afb550
"cASkillData",0x0000000142b11c00,0x0000000143a344b8
"cAISubsystemComponentParams",0x0000000142e9b668,0x0000000144826f00
"nActEmCommon::RushHeadbutt",0x0000000142cf5050,0x0000000143afb7f0
"cGUIOtomoStatusFriend",0x0000000142b36ed0,0x0000000143a3b908
"nPlTransition::cShootCannonForceEnd",0x0000000142d8ac28,0x0000000143b23d08
"uWwiseControl",0x0000000142e58af0,0x0000000143b459a8
"rEmSizeSetting",0x0000000142d9ee30,0x0000000143b298d0
"cGunnerShootData",0x0000000142c33a58,0x0000000143a936c8
"rUnitResource::PageBeginUnitProperty",0x0000000142da9260,0x0000000143b2c368
"rAIWayPointGraph::NodeGraph",0x0000000142ebfd58,0x000000014482e298
"nEmGroup::cCombatFollowBossInfo",0x0000000142d2aad0,0x0000000143b092d0
"cBuiRem",0x0000000142b12290,0x0000000143a34838
"cOtPosSetter",0x0000000142dac988,0x0000000143b2d278
"uShellAirIvy",0x0000000142e46358,0x0000000143b43e78
"cThinkOtomo",0x0000000142c6b348,0x0000000143a98890
"nActEmCommon::AdjustJump",0x0000000142cf59a8,0x0000000143afb470
"rWwiseSpacialData",0x0000000142dabb80,0x0000000143b2caa8
"rLeadersQuestEnemyData",0x0000000142bf3798,0x0000000143a8cd28
"nPlTransition::cTarzanSwingUp",0x0000000142d89b60,0x0000000143b234f0
"cPacketQuestLogJump",0x0000000142bef050,0x0000000143a8b550
"cGUIObjColorAdjust",0x0000000142e8cac0,0x0000000144824258
"cStoryNpcGiftDataXML",0x0000000142c6af10,0x0000000143a98650
"nHmAction::cActFishingMissEndBigWall",0x0000000142d32320,0x0000000143b0ee20
"cWwiseEpvMaterial",0x0000000142c6d0c0,0x0000000143adf078
"nHmAction::cActUseItemBarrel",0x0000000142d326c8,0x0000000143b0dfb0
"sWwiseDriver",0x0000000142ea9668,0x0000000144829cc8
"nHmAction::Bust::cActEmoteBustLoop",0x0000000142d48df8,0x0000000143b10720
"nHmAction::Bust::cGrassPush",0x0000000142d49428,0x0000000143b10170
"uGUIStatusSideBar",0x0000000142e23350,0x0000000143b41bb8
"nTimelineParam::ShellAnimation",0x0000000142daffc0,0x0000000143b2d960
"uGUIStageIntroduction",0x0000000142e21600,0x0000000143b41b08
"rButtonGuidePriorityData",0x0000000142d9ae28,0x0000000143b28830
"nActOtomo::ClimbWallLanding",0x0000000142d10c18,0x0000000143b02408
"aCharacterMaking",0x0000000142aac108,0x0000000143a33138
"nEmFSM::LookAtEnableSet",0x0000000142d29e50,0x0000000143b08f10
"cPacketSysKitchenTicket",0x0000000142befdf0,0x0000000143a8bbe0
"cAIFSMData::Cluster",0x0000000142e99048,0x00000001448269c8
"rEquipCustom",0x0000000142d9f340,0x0000000143b29a58
"rWwiseMaterialGroup",0x0000000142dab698,0x0000000143b2c9c0
"cSimpleAction",0x0000000142d1ae68,0x0000000143b05320
"nNpcAI::BaseMoveBahavior",0x0000000142d889a0,0x0000000143b225d0
"nEffect::cCoordParameter",0x0000000142e9f358,0x00000001448278a8
"uWwiseGenerator::cGeneratorGroupManager",0x0000000142e59540,0x0000000143b45d28
"nEffect::FlowmapSettings",0x0000000142e9f340,0x0000000144827988
"nHmAction::cActFastTravelGo",0x0000000142d4b268,0x0000000143b10878
"nQuestFSM::MsgParam",0x0000000142d8f8a0,0x0000000143b24520
"uPugee",0x0000000142e43c48,0x0000000143b439e8
"cMusicSkillEfcData",0x0000000142b20a20,0x0000000143a38b88
"nUmbra::ShadowCuller",0x0000000142efef20,0x0000000144836a08
"cPacketEmCatchTarget",0x0000000142d962a8,0x0000000143b27088
"MtGeomLineSweptSphere",0x0000000143572a48,0x000000014485c310
"cpSwitchPartsTime",0x0000000142c67ea8,0x0000000143a978c8
"nActOtomo::ComboAttack",0x0000000142d11da0,0x0000000143b03438
"cAINavPathTrace",0x0000000142e9c4e8,0x0000000144827518
"rUnitResource::GroupBeginUnitProperty",0x0000000142da8bd0,0x0000000143b2c3d8
"nTimelineParam::Effect",0x0000000142ea0860,0x0000000144827ed8
"nPlTransition::cUIEventTrg",0x0000000142d89ca8,0x0000000143b227d0
"sSavedata",0x0000000142ea4048,0x0000000144828730
"cBezierWayKey",0x0000000142b12120,0x0000000143a34720
"nHmTransition::cClimbPoleTop",0x0000000142d4c438,0x0000000143b11b58
"nEffect::ExternRgbFire",0x0000000142eacaa8,0x000000014482af68
"nNpcAction::cActBulletCollect",0x0000000142d842a0,0x0000000143b21450
"CnActBtn::PassiveObject",0x0000000143b2e410,
"nPlCamAct::cMyHouseAquarium",0x0000000142c60360,0x0000000143a96878
"uMhActorSpotLight",0x0000000142e30e40,0x0000000143b42710
"rCollisionObj::cPartsData",0x0000000142eef410,0x00000001448324c0
"nEmDtTune::cBarrierLevel",0x0000000142d27a18,0x0000000143b08928
"cInputSignal",0x0000000142b390d8,0x0000000143a3be10
"cBuiRemXML",0x0000000142b122a8,0x0000000143a34870
"rExpeditionMap",0x0000000142bf2a70,0x0000000143a8c9e0
"cAIFSM::Core::ClearTransitionFromAllOnceParam",0x0000000142e99020,0x00000001448268b0
"nActOtomo::cActionParam",0x0000000142c3aaf8,0x0000000143a946e8
"uFreeCamera",0x0000000142e95d00,0x0000000144825c10
"sCollision::cSbcSkinMesh",0x0000000142eb2e10,0x000000014482bb98
"rUnitResource::Resource",0x0000000142da8d00,0x0000000143b2bfb0
"cGUIFoodIconFull",0x0000000142b1a6c0,0x0000000143a37488
"AngularDampingModifier::Container",0x0000000142effed0,0x0000000144836fc0
"cColliderSupport::cContactInfo",0x0000000142ea5bd0,0x0000000144828ea8
"uGUIGraphicsOption::cGraphicsOptionParam",0x0000000142aab898,0x0000000143a33050
"nCamTransparent::cTransparentParam",0x0000000142bd8a28,0x0000000143a842d8
"nNpcAction::cActWalkLookLR",0x0000000142d82f40,0x0000000143b21d48
"nNpcAction::cActRideLanding",0x0000000142d844c0,0x0000000143b224f0
"nNpcAction::cActRunTurnStop",0x0000000142d83bb8,0x0000000143b215d8
"cSRecSysUserInfo",0x0000000142bf81c8,0x0000000143a8df38
"nZone::ShapeInfoCapsule",0x0000000142ea11e0,0x0000000144828028
"nPlTransition::cMoveTurn",0x0000000142d8ab20,0x0000000143b228b0
"nAIPositionPick::PositionPickObject",0x0000000142eeeb48,0x0000000144831b18
"rVillageStorySet",0x0000000142daa668,0x0000000143b2c528
"nActPugee::RunToTargetUpdate",0x0000000142b59520,0x0000000143a477a0
"nNpcAction::cActCatMasterNod",0x0000000142d84510,0x0000000143b22100
"rUnitResource::StringUnitProperty",0x0000000142da8e08,0x0000000143b2c288
"uGUISelectPerson",0x0000000142c31d80,0x0000000143a93428
"nNpcAction::cActYokuryuIdle",0x0000000142d83d08,0x0000000143b213e0
"nPlCamAct::cModoridama",0x0000000142c60798,0x0000000143a96290
"cZoneContentsPlayerEnv",0x0000000142b61cf8,0x0000000143a48d70
"cSwitchPartsData",0x0000000142c67e78,0x0000000143a97858
"nPlTransition::cCloseMap",0x0000000142d8a410,0x0000000143b23800
"cpPendulum",0x0000000142c67200,0x0000000143a97508
"cpIKCtrl",0x0000000142c3ce88,0x0000000143a951a8
"uGUIGallery",0x0000000142c1c7e8,0x0000000143a925a0
"nMhEffect::ExternParentEmissive",0x0000000142d7c7d8,0x0000000143b20388
"nHmTransition::cMoveTurn",0x0000000142d4c840,0x0000000143b11068
"nHmAction::cActTarzanDamageS",0x0000000142d36b30,0x0000000143b0d8e8
"rEffectProvider::EffectIndex",0x0000000142e98af8,0x0000000144826608
"nHmTransition::cActionEnd",0x0000000142d4c858,0x0000000143b10c08
"uSdlAddonNpc",0x0000000142e45d98,0x0000000143b43d90
"nHmAction::cActClimbPoleUp",0x0000000142d36df8,0x0000000143b0bab8
"nActOtomo::RaftIdle",0x0000000142d11d70,0x0000000143b01c60
"cZoneCategoryBase",0x0000000142c6d118,0x0000000143adf0b0
"EventZone",0x0000000172863a52,
"nEmDtTune::cSlingerResistData",0x0000000142d27038,0x0000000143b07a48
"nNpcAction::cActSmallReactToRun",0x0000000142d83528,0x0000000143b21bc0
"nNpcAction::cActMotionTalkLoop",0x0000000142d82b80,0x0000000143b222f8
"sCollision::NodeList",0x0000000142ea9370,0x0000000144829b10
"uGUITitleSaveInfo",0x0000000142e26a28,0x0000000143b41e28
"cZoneContentsWarpPos",0x0000000142c6e178,0x0000000143adf628
"nActOtomo::ShieldBash",0x0000000142d11528,0x0000000143b04318
"nHmAction::cActFishingCastFar",0x0000000142d37110,0x0000000143b0ebb8
"cCollNodeEm",0x0000000142b12e38,0x0000000143a34d80
"cpPlSkillController::SkillInfo",0x0000000142c67848,0x0000000143a975f0
"nHmAction::cActEggSitIdle",0x0000000142d32fd8,0x0000000143b0a6d0
"nQuestFSM::MotionTalk",0x0000000142d8f7d8,0x0000000143b24718
"cDividedEaseValue",0x0000000142b134f0,0x0000000143a35140
"nEmCatch::CatchCtrl",0x0000000142d261d8,0x0000000143b071f8
"nHmAction::Bust::cActItemPresentGet",0x0000000142d48f70,0x0000000143b10758
"nActOtomo::NaviAction",0x0000000142d0ffe8,0x0000000143b01d40
"nPlTransition::cCancelDashTurn",0x0000000142d896e0,0x0000000143b22958
"nHmAction::cActTitleDataSelect",0x0000000142d36ce0,0x0000000143b0f398
"nHmAction::cActPugeeStrokeFail",0x0000000142d32790,0x0000000143b0f638
"nHmTransition::cWallRunJump",0x0000000142d4d7c0,0x0000000143b113b0
"nNpcAction::cActHumanIdleLink",0x0000000142d840b8,0x0000000143b20b58
"cPacketPlInterval",0x0000000142d975b8,0x0000000143b279f0
"nActOtomo::SmallDamage",0x0000000142d11030,0x0000000143b02f30
"nNpcAction::cActPresentMap",0x0000000142d83640,0x0000000143b21568
"rSceneTexture",0x0000000142eb4330,0x000000014482bf60
"cHumanStatusManager",0x0000000142c34638,0x0000000143a93938
"rDistRailCameraXml",0x0000000142bf5570,0x0000000143a8d540
"nHmAction::cActMudIn",0x0000000142d36460,0x0000000143b0c730
"nEffect::Extern",0x0000000142ea8b78,0x00000001448299c0
"nPlTransition::cBallistaShoot",0x0000000142d8a3e0,0x0000000143b23a30
"nHmTransition::cStaminaEmpty",0x0000000142d4cc00,0x0000000143b12290
"sCollision::Collider",0x0000000142ea9298,0x0000000144829b80
"MtGeomOBB",0x0000000142e820e8,0x0000000144823500
"nNpcAction::cActBallistaBegin",0x0000000142d83750,0x0000000143b21370
"FrictionModifier",0x0000000142efff80,0x0000000144836ff8
"nEmDtTune::cEmActionHolder",0x0000000142d27d98,0x0000000143b074d0
"nActOtomo::SlingerShot",0x0000000142d12d50,0x0000000143b034e0
"sVibration",0x0000000142eb3118,0x000000014482bc98
"nActOtomo::ExitTent",0x0000000142d102e8,0x0000000143b03978
"cTrialRoomLog",0x0000000142b617a0,0x0000000143a48a98
"MtRegistry",0x0000000142e82138,0x0000000144823538
"nActOtomo::Dirt",0x0000000142d12bb8,0x0000000143b032b0
"nActEmCommon::DamageBase",0x0000000142cf4798,0x0000000143afa5c8
"cActionBase",0x0000000142b111b8,0x0000000143a33fa8
"uHavokBaseModel",0x0000000142e2dff0,0x0000000143b421b0
"nHmTransition::cASkillPutIdle",0x0000000142d4d320,0x0000000143b12798
"cpBindConstraintLightController",0x0000000142c3bcb0,0x0000000143a94ce0
"nHmAction::cActDamageStun",0x0000000142d34740,0x0000000143b0bff8
"nNpcAction::cActComeRunStart",0x0000000142d833f8,0x0000000143b21760
"nHmAction::cActChairActionBegin",0x0000000142bdb508,0x0000000143a850e0
"cGUIMessageAnalyzer",0x0000000142eb2398,0x000000014482b990
"nActOtomo::DashJumpDown",0x0000000142d107e0,0x0000000143b02600
"uMhSubtitle",0x0000000142e38498,0x0000000143b42fe8
"nActEmCommon::PeepSinusSearch",0x0000000142cf53d0,0x0000000143afb438
"nHmAction::Bust::cIdle",0x0000000142d490b8,0x0000000143b0fc68
"uWwiseZoneBase",0x0000000142e5a2e0,0x0000000143b46038
"nActEmCommon::SuddenRiseBase",0x0000000142cf5760,0x0000000143afb9e8
"cPacketQuestBossLoadDone",0x0000000142beebc8,0x0000000143a8b320
"sLightLinker::ViewFilter",0x0000000142db1708,0x0000000143b2db78
"nHmTransition::cSlopeDownZ",0x0000000142d4c2e0,0x0000000143b11928
"nActPugee::WalkToTarget",0x0000000142b593e8,0x0000000143a47730
"rSetObjectList",0x0000000142da7010,0x0000000143b2b7f8
"nPlant::Reward",0x0000000142be9b00,0x0000000143a887f0
"MtCollisionGjk",0x0000000142e840a0,0x0000000144823960
"MtMemoryCachedStream",0x0000000142e807d8,0x0000000144823188
"nEm::UtilBase",0x0000000142c71148,0x0000000143adffb8
"uGUIMoney",0x0000000142e1d128,0x0000000143b41658
"nQuestFSM::CollisionCapsule",0x0000000142d8e448,0x0000000143b26040
"uShellEmMudTrap",0x0000000142e4b458,0x0000000143b44778
"rGUIUniqueSound::SignBoard",0x0000000142da10f0,0x0000000143b29f70
"nAnimation::Layer::TransitionManager",0x0000000142ea7fe8,0x0000000144829590
"uOtomo",0x0000000142e3fe78,0x0000000143b43570
"nHmAction::cActDamageSleepIdle",0x0000000142d33640,0x0000000143b0c618
"cPacketArray",0x0000000142b214e8,0x0000000143a39090
"cpMultiRotateCtrl",0x0000000142c66020,0x0000000143a970a8
"nHmTransition::cRideStateCheck",0x0000000142d4c070,0x0000000143b11d50
"nActEmCommon::VariationSingleActionFly",0x0000000142cf61a0,0x0000000143afa590
"nNpcAction::cNpcActionBase",0x0000000142c396e0,0x0000000143a94360
"uMultipleShellGenerator",0x0000000142e38f88,0x0000000143b43150
"nHmTransition::cWallRunAirGrab",0x0000000142d4c828,0x0000000143b114c8
"nActPugee::KyoroKyoro",0x0000000142b591e0,0x0000000143a478b8
"nEffect::RadialBlurFilterBehavior",0x0000000142eb7c88,0x000000014482c3c8
"rWwiseTimelineCulling",0x0000000142bf7310,0x0000000143a8dab8
"nHmAction::cActCollectingBase",0x0000000142d36048,0x0000000143b0cd88
"HavokModifier",0x0000000142efff68,0x0000000144836f88
"nZone::ShapeInfoCone",0x0000000142ea1330,0x0000000144828098
"nHmAction::cActCloseItemBox",0x0000000142d36f20,0x0000000143b0e368
"nEffect::UVSequence",0x0000000142ef2110,0x0000000144832e78
"cPacketPlStickShellCreateGuest",0x0000000142bee650,0x0000000143a8b080
"uGUIHudTrialList",0x0000000142c20420,0x0000000143a92900
"cAISvPathManager::PartsInfo",0x0000000142ef10a0,0x0000000144832af8
"nEmDtTune::cEmStaminaPoint",0x0000000142d272e0,0x0000000143b07b98
"cpWindController",0x0000000142c68380,0x0000000143a97a20
"cOtomoEnhanceActTblXML",0x0000000142b210e0,0x0000000143a38e28
"nHmTransition::cWallSlamLand",0x0000000142d4c8f8,0x0000000143b12488
"nActOtomo::RecvCommand",0x0000000142d119e0,0x0000000143b047b0
"cPacketSysTraceLateJoinSyncRequest",0x0000000142bf03c0,0x0000000143a8beb8
"sWwiseLib",0x0000000142efd318,0x0000000144836470
"uShellGroundIvy::IvyConstraint",0x0000000142e4ca70,0x0000000143b44938
"cGUIInstItemGrid",0x0000000142b359f0,0x0000000143a3b5b8
"MtTree::Node",0x0000000142e80290,0x000000014476ae60
"rRailCameraXml",0x0000000142da65e0,0x0000000143b2b4b0
"cPacketSysNeedGameSync",0x0000000142d97cc0,0x0000000143b27d70
"uShellPlShellGenerator",0x0000000142e50f38,0x0000000143b45010
"nPlCamAct::cRideChance",0x0000000142c610a0,0x0000000143a95960
"nHmAction::cActPugeeTalk",0x0000000142d366b0,0x0000000143b0f590
"sMhResource",0x0000000142db6a00,0x0000000143b2e0f0
"rTutorialKeyDispData",0x0000000142bf6af8,0x0000000143a8d888
"nPlTransition::cUseItem",0x0000000142d8a6c8,0x0000000143b23170
"cAIConditionTree::VariableWorkNode",0x0000000142ea47f0,0x0000000144828a80
"nHmAction::cActMeeting",0x0000000142d33448,0x0000000143b0e838
"nExpedition::MapData",0x0000000142bd99c8,0x0000000143a84848
"nNpcAction::cActComeOutTent",0x0000000142d83920,0x0000000143b217d0
"cWptutoWeaponData",0x0000000142b61aa0,0x0000000143a48c20
"nNpcAction::cActNothing",0x0000000142d83c30,0x0000000143b22448
"cWpParamBase",0x0000000142c6cfc0,0x0000000143adefd0
"cRecordFrameData",0x0000000142da69c8,0x0000000143b2b5c8
"nActOtomo::SessionJoin",0x0000000142d11e30,0x0000000143b047e8
"nHmAction::cActTorrentRun",0x0000000142d35120,0x0000000143b0dc68
"nHmTransition::cClimbPoleTurnContinue",0x0000000142d4d9b0,0x0000000143b11ab0
"rAIConditionTree::VariableNode::VariableInfo",0x0000000142ea4dd0,0x0000000144828c08
"cLifeSimDesireTarget",0x0000000142c38e10,0x0000000143a93d60
"nHmTransition::cLeverNeutral",0x0000000142d4d3c0,0x0000000143b10ce8
"nQuestFSM::NpcDisableCollision",0x0000000142d8f5f8,0x0000000143b25320
"uGUIHudPopInfo",0x0000000142e15400,0x0000000143b40e78
"nPlTransition::cLStickMiddle",0x0000000142d8a110,0x0000000143b22808
"uMhCamera::uCollisionOwner",0x0000000142e31dc0,0x0000000143b428e0
"rEpvSoundParam",0x0000000142d9f1b8,0x0000000143b299e8
"nActOtomo::TalkToSit",0x0000000142d11db8,0x0000000143b03cf8
"nHmAction::cActWallEggDescendStart",0x0000000142d364b0,0x0000000143b0b850
"SpotData",0x0000000142d78c50,0x0000000143b1fd60
"cPacketEmAction",0x0000000142d96018,0x0000000143b26f38
"uGUIHudLoginBonus",0x0000000142c1f860,0x0000000143a92850
"cZoneCategoryEnemy",0x0000000142c6d220,0x0000000143adf120
"nHmAction::cActTalkNpcZone",0x0000000142d32350,0x0000000143b0e7c8
"nHmAction::cActSlopeRollingSign",0x0000000142d323c0,0x0000000143b0a468
"cWildCatTraceLogSetter",0x0000000142dac870,0x0000000143b2d128
"nEm::CombatTargetData",0x0000000142d26260,0x0000000143b07230
"cGroundTrackInfo",0x0000000142c3ca30,0x0000000143a94fa8
"nActOtomo::TalkStand",0x0000000142d12e40,0x0000000143b03b70
"rHavokPowerTable::PowerThresholdTableElem",0x0000000142da16b8,0x0000000143b2a130
"MassModifier",0x0000000142effe88,0x0000000144836dc8
"uCnsTinyIK",0x0000000142eb43f8,0x000000014482bf98
"cButtonGuideDataXML",0x0000000142b12340,0x0000000143a348e0
"nHmAction::cActTentOut",0x0000000142d4bbb8,0x0000000143b10b20
"nActOtomo::ReleaseBombDamage",0x0000000142d10480,0x0000000143b03320
"rWwiseSwitchList",0x0000000142eed3e0,0x0000000144830a08
"nActOtomo::FastTravel",0x0000000142d12260,0x0000000143b03d30
"uGUIYorozu",0x0000000142e2d788,0x0000000143b42140
"cEmBankAdjust",0x0000000142d9d688,0x0000000143b29240
"cAISubsystemMessageInterface",0x0000000142ef0f18,0x0000000144832970
"uVolumetric",0x0000000142ea3a68,0x00000001448285d8
"nActOtomo::FeedCatch",0x0000000142d10768,0x0000000143b039b0
"nHmAction::cActWallClimb",0x0000000142d31ce0,0x0000000143b0b268
"uGUIFairytale",0x0000000142c1c498,0x0000000143a92568
"rUnitResource::UnitProperty",0x0000000142da8d80,0x0000000143b2c020
"nTimelineParam::OtasukeMotion",0x0000000142d88898,0x0000000143b22598
"uGUICommonMessageWindow",0x0000000142e07508,0x0000000143b404a8
"aEmpty",0x0000000142b10388,0x0000000143a33638
"nHmAction::cActMiningEnd",0x0000000142d357d0,0x0000000143b0cd50
"uCnsIKTarget",0x0000000142dd4180,0x0000000143b33670
"nHmAction::cActFishingLoop",0x0000000142d31ec8,0x0000000143b0ebf0
"uShellPlBoomerang",0x0000000142e4e588,0x0000000143b44c58
"cLeadersQuestEnemyDataXML",0x0000000142b20410,0x0000000143a387d0
"nHmTransition::cRopeToTarzan",0x0000000142bdc408,0x0000000143a856a0
"nActOtomo::LocomotionToTarget",0x0000000142d11078,0x0000000143b01db0
"cEmPopHolder",0x0000000142b21f70,0x0000000143a394f0
"cSetPugeeRunAwayPoint",0x0000000142dac300,0x0000000143b2d4a8
"uGUILeadersStatus",0x0000000142c277e0,0x0000000143a92de0
"nPlTransition::cWallDashStart",0x0000000142d89af0,0x0000000143b22bf8
"nHmAction::cActDie",0x0000000142d35fb0,0x0000000143b0be70
"cDragonLanceController",0x0000000142b13948,0x0000000143a353e0
"nAISubsystem::cAIReplierBehaviorControllerForBehaviorCommand",0x0000000142ea9f68,0x0000000144829e60
"uWwiseGenerator",0x0000000142e594e0,0x0000000143b45d98
"cAITaskJobPrimList",0x0000000142eef638,0x0000000144832610
"cRarePopFunc",0x0000000142c69170,0x0000000143a97d30
"nHm::cCameraNearTransparentCheckParam",0x0000000142c713b8,0x0000000143ae0418
"cShareRecordWork",0x0000000142c69940,0x0000000143a98010
"uBokehFilter",0x0000000142eb56b8,0x000000014482c158
"nPlTransition::cCliffEnd",0x0000000142d89858,0x0000000143b236e8
"nOtomo::OtasukeAreaSetInfo",0x0000000142d95be8,0x0000000143b26ec8
"nZone::ShapeInfoAABB",0x0000000142ea1378,0x0000000144827f80
"cButtonGuideSelector",0x0000000142b12628,0x0000000143a34990
"nPlCamAct::cDamageCatch",0x0000000142c60030,0x0000000143a959d0
"nEffect::EffectExecutor",0x0000000142e988e8,0x00000001448264f0
"cColliderNodeParam",0x0000000142ef9ed0,0x0000000144834ca0
"rGUIFont",0x0000000142eb23f8,0x000000014482b9c8
"nHmAction::cActSit",0x0000000142d348e8,0x0000000143b0a548
"uGUIQuestSelect",0x0000000142c2e708,0x0000000143a932a0
"nHmAction::cActPugeeStrokeEnd",0x0000000142d31d98,0x0000000143b0f600
"nHmAction::cActDamageCatchRising",0x0000000142d339b8,0x0000000143b0ca78
"cEmSetter",0x0000000142dac450,0x0000000143b2ce50
"uCatFace",0x0000000142bff290,0x0000000143a90848
"nHmAction::cActEnvChangeReaction",0x0000000142d31af0,0x0000000143b0e9c0
"uMhEffectModelInstance",0x0000000142db26b0,0x0000000143b2dd88
"cGuideInsectParam",0x0000000142b32630,0x0000000143a3afc8
"cOtomoArmorDataXML",0x0000000142c3aba0,0x0000000143a94758
"nHmTransition::cActCommand",0x0000000142d4c0b8,0x0000000143b10e00
"nHm::cTarzanParam",0x0000000142c718b8,0x0000000143ae01b0
"uShellShadow",0x0000000142e519f0,0x0000000143b45128
"uWpSubGeneral",0x0000000142e58678,0x0000000143b45970
"uSdlScreenSpaceReflection",0x0000000142d2c220,0x0000000143b09df0
"nNetwork::ProtocolStandard",0x0000000142ef6e60,0x00000001448340e0
"nHmTransition::cThroughTreeExit",0x0000000142bdc300,0x0000000143a85630
"nActEmCommon::IdleToSingle",0x0000000142cf5cf0,0x0000000143afa2b8
"nPlTransition::cSealInputAll",0x0000000142d8a3f8,0x0000000143b23e90
"nActOtomo::EmCombinationMove",0x0000000142d11698,0x0000000143b040e8
"nActEmCommon::GlideCombatNoDirectMove",0x0000000142cf5d80,0x0000000143afbcc0
"nHmAction::Bust::cSlingerAimPose",0x0000000142d49158,0x0000000143b10100
"cpBindInstanceController",0x0000000142c3b6b0,0x0000000143a94b50
"BodyTypeModifier",0x0000000142efffd8,0x00000001448370a0
"sCollision::cColArray",0x0000000142e93c78,0x0000000144825608
"rGUITransformParam",0x0000000142da0eb8,0x0000000143b29ec8
"nEffect::ExternStrainRibbon",0x0000000142eac9d0,0x000000014482aef8
"sCollision::cSbcMoveReserveInfo",0x0000000142eedf10,0x0000000144831530
"nEmGroup::GroupInfo",0x0000000142d2aa68,0x0000000143b09228
"nQuestFSM::TracePopGuide",0x0000000142d90118,0x0000000143b25be0
"cOtomoChatController",0x0000000142b39508,0x0000000143a3c008
"cHumanControllerPlMaster",0x0000000142c34010,0x0000000143a938c8
"nActOtomo::CampRespawn",0x0000000142d12a38,0x0000000143b03908
"cZoneContentsCameraSwitch",0x0000000142c6d6e0,0x0000000143adf2a8
"cRecordDebugData",0x0000000142da6988,0x0000000143b2b6a8
"nActPugee::Delight",0x0000000142b59380,0x0000000143a47960
"cPlayerCommandRenda",0x0000000142c3d4f0,0x0000000143a95448
"rWhistleData",0x0000000142daa988,0x0000000143b2c5d0
"cGUIObjBaseModel",0x0000000142b36398,0x0000000143a3b780
"cAISvDynamicPathFinding::GroupManagement::Group",0x0000000142eee800,0x00000001448319c8
"nActEmCommon::DamageAirIvy",0x0000000142cf50f8,0x0000000143afae88
"uEnvObject",0x0000000142df5560,0x0000000143b3f0e8
"rEmRandomSize",0x0000000142bf19e0,0x0000000143a8c580
"nActEmCommon::DirAdjustDamageFall",0x0000000142cf6048,0x0000000143afb128
"cSkillPointDataXML",0x0000000142c6aac8,0x0000000143a98358
"cPacketQuestGetPlayer",0x0000000142beed98,0x0000000143a8b400
"cEmController",0x0000000142b14740,0x0000000143a35808
"cObjHitInfo",0x0000000142c66320,0x0000000143a972d8
"cLeadersDelivery",0x0000000142b391a8,0x0000000143a3be80
"uMhModelInstanceTakeOver",0x0000000142db4820,0x0000000143b2df58
"nActOtomo::OtasukeReset",0x0000000142d10050,0x0000000143b04d28
"cInputInstanceMouseEvent",0x0000000142b1fe88,0x0000000143a38598
"resource",0x000000013821b787,
"nSteamClan::Clan",0x0000000142e5bc58,0x0000000143b462a0
"uGUIGdprWindow",0x0000000142c1cf58,0x0000000143a92610
"cAINavWayPathTrace",0x0000000142e9c4d0,0x00000001448276d8
"nNetwork::SearchFilterPtr",0x0000000142ef5fc8,0x0000000144833c08
"nPlTransition::cOnDashWallRunClimb",0x0000000142d8ab08,0x0000000143b22d80
"cEquipVisualHelmParam::HairJointData",0x0000000142b23ac0,0x0000000143a39fe0
